name;price;category;description
1-к кв. Великий Новгород, Большая Московская улица, дом 114 к1,  эт. 3/3 S:29.10 кв.м/16.40 кв.м;1650000;продажа;Предлагается к продаже 1к.кв. на торговой стороне. ул. Большая Московская 114 к 1 Кирпичный дом, 3 этаж! В квартире сделан качественный и современный ремонт. Общая площадь: 29,4 кв.м. Площадь гостиной: 16,4 кв.м. Комната большая и светлая. Потолок и стены выровнены, качественные обои. На полу ламинат. Из комнаты выход на застекленный балкон. Кухня: 6 кв.м. Современный кухонный гарнитур, с новой колонкой-автомат, выполненный под заказ, позволит Вам готовить с комфортом! На полу ламинат, натяжной потолок. С/у совмещённый, в кафеле. Вся сантехника в отличном состоянии. Все трубы и стояки поменяны. Прихожая 3,4 кв.м. На полу ламинат. Встроенный зеркальный шкаф-купе. Новая и качественная входная дверь Torex. В квартире установлены стеклопакеты. Приятный бонус: хозяин оставляет кухонный гарнитур и зеркальный шкаф-купе в прихожей. Отличное расположение дома в сочетании с развитой инфраструктурой! Всё необходимое для комфортной жизни в шаговой доступности. Магазины, рынок, школы, детские сады, кафе, больницы, остановки. Недалеко расположен большой парк с детскими развлечениями и площадками, набережная для вечерних прогулок! Благополучные жители дома. Квартира без долгов и обременений, один взрослый собственник. Звоните, покажу с удовольствием!
2-к кв. Великий Новгород, Большая Санкт-Петербургская улица, дом 30,  эт. 4/4 S:41.40 кв.м/25.90 кв.м;1700000;продажа;Предлагается к продаже 2 к.кв. в 20 минутах от исторического центра Великого Новгорода. Квартира в кирпичном доме на 4 этаже по улице Большая Санкт-Петербургская д. 30. Квартира чистая, уютная, тёплая с изолированными комнатами. Окна во двор. Общая площадь: 41,4 кв.м. Гостиная 14 кв.м. Пол ламинат. Площадь 2 комнаты 11,9 кв.м с выходом на застекленный балкон. На полу ламинат. С/у совмещённый стены и пол кафель, новый натяжной потолок, сантехника поменяна, установлен счетчик на воду. На кухне новый натяжной потолок, на полу линолеум. Установлена колонка автомат. В квартире остаётся встроенный кухонный гарнитур с современной варочной панелью, прихожая, компьютерный стол и вместительный шкаф. В квартире установлена новая входная дверь Torex, стеклопакеты и поменяны межкомнатные двери. Отличное расположение дома с сочетанием развитой инфраструктурой. Всё необходимое для комфортной жизни в шаговой доступности. Рядом магазины, остановка, детский сад, школа, стадион для занятий спортом. Рядом с детским садом детская площадка для прогулок с ребёнком. Квартира ждёт своего нового хозяина. Звоните покажу с удовольствием.
3-к кв. Великий Новгород, Александра Корсунова проспект, дом 40 к 6,  эт. 5/5 S:87.70 кв.м/53.50 кв.м;5199000;продажа;"Предлагается к продаже необычная двухуровневая 3к.кв. с камином в кирпичном доме по адресу пр-кт А. Корсунова д.40 кор.6. Квартира занимает 5-й и 6-й этажи. Высота потолков 1-го уровня квартиры - 2,75 м, 2-го уровня - 2,65 м. Над 6-м этажом расположен тех этаж и общие кладовые, т.е. в квартире нет мансардных помещений. Общая площадь квартиры - 87,7 кв.м На 1-м этаже расположена кухня S 11,4 кв.м, из которой есть выход на лоджию S 1,4 кв.м, большая комната с эркером S 22,6 кв.м и совмещенный с/у S 3,2 кв.м Из прихожей правильной формы на 2-й уровень квартиры ведет маршевая деревянная лестница. На 2-м уровне расположена комната S 19,3 кв.м с выходом на застекленный балкон полукруглой формы S1,3 кв.м, комната S 11,6 кв.м., совмещенный с/у S 3,1 кв.м, гардеробная S 3,3 кв.м В квартире установлены стеклопакеты, на балконе - деревянные рамы. На полу везде в квартире паркет, на кухне поверх паркета - линолеум.  Потолок 1-го уровня декорирован лепниной, на потолке 2-го уровня - оригинальная плитка. М/к двери - шпон. Встроенная кухня остается новым жильцам, в т.ч. варочная панель DEXP, духовой шкаф GEFEST, посудомоечная машина BOSH, возможно также холодильник. На воду установлены 3 пары счетчиков. Двойная входная дверь, домофон, в подъезде мусоропровод. Достойные соседи. Дом окружен цветами и зеленью, рядом - удобная парковка, неподалеку детская площадка. Магазины ""Магнит"" и ""Пятерочка"" в шаговой доступности. Недалеко до живописного берега Веряжки и церкви Александра Невского. Недолго добираться до 34-й школы и детского сада ""Ромашка"". Квартира без долгов и обременений, в совместной собственности у супругов. Звоните, буду рада показать и рассказать."
3-к кв. Великий Новгород, Александра Корсунова проспект, дом 38  кор. 7,  эт. 4/4 S:74.00 кв.м/42.80 кв.м;4685000;продажа;"Появилась в продаже яркая и выразительная 3-х комн. квартира с очень качественным стильным и современным дизайнерским ремонтом. Квартира общей площадью 74 кв.м расположена на 4-м этаже кирпичного дома по проспекту А. Корсунова. Кухня - 12 кв.м, изолированные комнаты 20/12,8/10 кв.м Окна всех комнат выходят во двор, на запад, окно кухни - на восток. Две застекленные лоджии. На одной - аккуратные встроенные шкафчики с двух сторон есть на фото. Во всей квартире разноуровневый потолок с точечным освещением. Напольное покрытие детской комнаты - пробковое, в двух других комнатах - паркетная доска, в остальных помещениях - керамогранит. Под керамогронитом проложен теплый пол. Документы на счетчики в наличии. На всех батареях установлены терморегуляторы. Детская комната - изюминка квартиры. В стоимость продажи входит: двухуровневая кровать, шкаф, угловой шкаф с зеркальными дверями, большой угловой стол, спортивный комплекс. Все в прекрасном состоянии. В спальне выделена ниша у изголовья кровати. В светлой и просторной гостиной остается большой шкаф-купе, в котором помимо отделений для одежды предусмотрен рабочий уголок есть на фото. Еще один шкаф-купе остается в прихожей. Все мебельные дверцы и ящики гостиной, кухни и ванной комнаты оборудованы доводчиками. Остается элегантная встроенная кухня. Полки нижнего уровня оборудованы выкатными механизмами. Установлен фильтр Аквафор. В стоимость продажи входит духовой шкаф и варочная поверхность Bosh, вытяжка. Есть подводка для посудомоечной и стиральной машин шириной 60 см. С/у раздельный, в морской стилистике. Глубокая ванна длиной 180 см. Двойная входная дверь. Между входными дверями создан небольшой тамбур, выложенный кафельной плиткой. Аккуратный чистый подъезд, спокойные соседи. Во дворе большая площадка для игр и просторное место для парковки. С западной стороны дом огорожен забором. Рядом магазин, остановки, недалеко живописный берег Веряжки, церковь Александра Невского. Недолго добираться до 33-й и 34-й школ, 4-й гимназии, детских садов ""Ромашка"" и ""Колокольчик"". Квартира свободна от проживания, без долгов и обременений, один взрослый собственник. Буду рада показать эту квартиру тем, кто ценит качество и комфорт. Обращайтесь!"
1-к кв. Великий Новгород, Большая Санкт-Петербургская улица, дом 108к3,  эт. 9/9 S:37.30 кв.м/19.10 кв.м;1800000;продажа;Предлагается к продаже уютная 1 к.кв. в районе Луговом на ул. Большая-Санкт-Петербургская, д.108, к.3.Дом 2012 года постройки. Квартира светлая, в хорошем состоянии. Общая площадь 37,3 м.кв. Просторная комната 19 м.кв., пол линолеум, окна стеклопакеты, из комнаты выход на застекленную лоджию. В подарок новым хозяевам остаётся стенка, шкаф и диван. Кухня 8,3 м.кв., правильной формы, окна стеклопакеты. В подарок остаётся встроенная кухня и холодильник. Ванная комната совмещённая, в подарок остаётся стиральная машинка. Есть вместительная гардеробная. Квартира на девятом этаже, с лифтом, есть целый 10-й тех.этаж. Для тех, кто любит тишину над головой, эта квартира - идеальный вариант. Спокойные и благополучные соседи. Все окна выходят во двор, во дворе есть детская площадка. Сам район с развитой инфраструктурой, есть как места для отдыха: парк Луговой с детской площадкой, множеством скамеек и прудом с уточками, так и разные магазины, в том числе ТЦ Феникс,ДС 66, гимназия Исток Рядом магазины, аптеки, остановки общественного транспорта, до автобусной остановки 2 минуты ходьбы. Квартира прекрасно подойдёт как для семьи, так и для одного человека. Можно заехать и жить, или приобрести квартиру для сдачи в аренду! Звоните! Покажу с удовольствием!
1-к кв. Великий Новгород, Большая Московская улица, дом 84,  эт. 5/5 S:30.30 кв.м/18.40 кв.м;1450000;продажа;Предлагается к продаже светлая и уютная однокомнатная квартира в пятиэтажном кирпичном доме на пятом этаже на Торговой стороне, ул. Большая Московская, дом 84. В доме имеется техэтаж. Квартира очень теплая, с хорошей звукоизоляцией. Площадь квартиры 30,3 кв.м., площадь комнаты 18,4 кв.м.,кухня 6 кв.м. Санузел совмещенный. В квартире установлена колонка нового поколения марки Электролюкс, установлены счетчики на газ, воду и электричество. Платежи за коммунальные услуги небольшие. В санузле свежий ремонт, новый кафель на полу и стенах. На всех окнах установлены стеклопакеты. Окна выходят во двор, а не на магистраль Большой Московской, шума и смога не будет. Металлическая входная дверь. Хорошие соседи. Дом расположен в зеленом районе Торговой стороны. Рядом буквально перейти дорогу расположен парк с большой детской площадкой, игровыми зонами и аттракционами. Для занятий спортом - в 5 минутах современный стадион Электрон, площадка с уличными тренажерами. Для пеших прогулок - набережная реки Волхов и Антониев монастырь.. Район с очень развитой инфраструктурой, прекрасной транспортной доступностью, автобусная остановка рядом с домом. Все, что необходимо для комфортного проживания находится в пешей доступности: школы, гимназии, детские сады, детские развивающие центры, гуманитарный и медицинский институты Новгородского университета, колледж искусств, медицинские центры, магазины, аптеки, Восточный рынок. Один собственник, документы готовы, прямая продажа, без поиска встречного варианта, быстрый выход на сделку! Форма расчетов любая - наличные, ипотека, субсидии, сертификаты. Звоните, приходите на просмотр, с удовольствием покажем! Торг уместен.
2-к кв. Великий Новгород, Завокзальная улица, дом 4,  эт. 6/6 S:52.80 кв.м/32.90 кв.м;3000000;продажа;Предлагается к продаже замечательная двухкомнатная квартира с ремонтом на ул. Завокзальная, д.4. Дом 2011 года постройки. Общая площадь 52,8. Во всей квартире пол ламинат, окна стеклопакеты. Новые межкомнатные двери. Гостинная - 19,0 кв.м. Просторная и светлая комната, можно очень удачно расположить мебель. На полу ламинат. Из комнаты выход на застеклённую лоджию. Вторая комната - 14 кв.м. квадратная, пол ламинат. Коридор просторный - 8,4 кв.м. Новая качественная входная дверь. Натяжной потолок. Кухня квадратная - 7,6 кв.м. Натяжной потолок. В подарок остаётся встроенная кухня с новой плитой. С/у раздельный, в отличном состоянии сантехника. Натяжной потолок. Стены из декоративных панелей. Сам дом удачно расположен, район считается одним из элитных в городе. В шаговой доступности магазины, ТЦ Мармелад, парк Юности, Ледовый дворец, автовокзал, ж.д. вокзал, остановки, школа 25, 23. Сам двор и дом ухоженный, в зелени.Есть придомовая детская площадка, баскетбольная площадка, зелёная зона отдыха. Места для парковки. Жильцы дома благополучные. Квартира прекрасно подойдёт для любой семьи! Документы в порядке. Звоните, покажу с радостью!
2-к кв. Великий Новгород, Космонавтов улица, дом 20к2,  эт. 5/5 S:45.20 кв.м/28.60 кв.м;2000000;продажа;Предлагается к продаже 2к.кв. в Западном районе. ул. Космонавтов 20к2 Общая площадь: 45,2 кв.м. Комнаты изолированные! Окна выходят на тихий двор. Во всей квартире установлены стеклопакеты. Площадь гостиной: 17 кв.м. На полу качественный ламинат, натяжной потолок. Выход на застекленный балкон, обшитый панелями. Площадь 2 комнаты: 12 кв.м. На полу ламинат, натяжной потолок. В кухне установлен качественный, встроенный на заказ гарнитур, хорошая раковина под имитацию камня. Колонка автомат. С/у совмещённый. Стены обшиты панелями, пол в кафельной плитке, натяжной потолок. Трубы и стояк заменены. Установлена раковина под стиральную машину. Большой коридор, хорошая входная дверь. В другом конце коридора есть глубокая ниша в которой можно расположить встроенный шкаф. В подарок хозяйка оставляет кухонный гарнитур, обеденный стол, стиральную машину, стенку в прихожей, а так же закуплены новые обои на коридор. Тёплый дом, сделан кап. ремонт крыши, чистый подъезд, хорошие соседи. Во дворе находится детская площадка. Отличное расположение дома, развитая инфраструктура! Всё необходимое для комфортной жизни в шаговой доступности: детские сады, Школы, остановки, продуктовые магазины. Квартира без долгов и обременений. Один взрослый собственник. Звоните, покажу с удовольствием!
Комната. Великий Новгород, Хутынская улица, дом 25к1,  эт. 5/5 S:15.02 кв.м ;315000;продажа;"Предлагается к продаже чистая и светлая комната в Донецком районе Великого Новгорода. 12 кв.м, КСТ, 5/5. Секция на четыре комнаты, одна пустует, в двух других проживают аккуратные и чистоплотные молодые семьи с детьми. Комната по документам выделена, согласие соседей на продажу не требуется. Крыша в секции отремонтирована в этом году. Из секции есть выход на балкон. В комнате установлен стеклопакет, сделан свежий ремонт, на потолке - плитки ПВХ. На этаж ведет металлическая дверь с кодовым замком. В душе кафель и свежая побелка. Туалеты чистые. В кухне установлен стеклопакет, состояние кухни и умывальни в хорошем состоянии. Есть возможность установить стиральную машину. В шаговой доступности школа 13, детский сад 71, школа-детский сад коррекционного типа ""Тополек"", аптека, магазины, остановки, расчетно-кассовый центр . Рядом мединститут, комнату можно сдавать студентам. Без долгов и обременений. Один взрослый собственник. Любые формы расчетов: маткапитал, ипотека. Звоните, буду рада показать и рассказать."
2-к кв. Великий Новгород, Московская улица, дом 14,  эт. 2/2 S:58.30 кв.м/38.10 кв.м;4300000;продажа;Предлагается к продаже солнечная, теплая двухкомнатная квартира на втором этаже пятиэтажного кирпичного дома, на улице Московской, дом 14. Отличная планировка. Площадь квартиры 58,3 кв.м., две изолированные комнаты площадью 18,7 и 17,4 кв.м., имеющие удобную форму широкого прямоугольника, кухня 9,1 кв.м. Санузел раздельный. Застекленная лоджия с выходом из кухни. Окна выходят во двор, ориентация восток и юг. Толстые стены, хорошая тепло- и звукоизоляция. В квартире индивидуальное автономное отопление, установлен газовый котел Viessmann, это позволяет регулировать климат в квартире по своему усмотрению в любое время года и значительно экономить на коммунальных платежах. Квартира продается вместе с просторным и сухим подвальным помещением площадью 6,3 кв.м. Респектабельный дом 2014 года постройки, застройщик ЗАО СУ-5. Закрытый большой двор с видеонаблюдением, вход и въезд по ключу. Ухоженная территория с красивыми зелеными насаждениями, детской площадкой и большим количеством парковочных мест. Дом расположен в зеленом районе Торговой стороны. Рядом расположен парк с большой детской площадкой, игровыми зонами и аттракционами. Для занятий спортом - в 5 минутах современный стадион Электрон, площадка с уличными тренажерами. Район с очень развитой инфраструктурой, прекрасной транспортной доступностью. Все, что необходимо для комфортного проживания находится в пешей доступности: школы, гимназии, детские сады, детские развивающие центры, гуманитарный и медицинский институты Новгородского университета, колледж искусств, медицинские центры, магазины, аптеки, Восточный рынок. Один собственник, документы готовы, без долгов и обременений, прямая продажа, без поиска встречного варианта, быстрый выход на сделку! Форма расчетов любая - наличные, ипотека, субсидии, материнский капитал, сертификаты. Звоните, приходите на просмотр, с удовольствием покажем! Торг уместен.
2-к кв. Великий Новгород, Мира проспект, дом 10,  эт. 1/1 S:44.80 кв.м/27.40 кв.м;2225000;продажа;"Появилась в продаже 2-х комнатная квартира в Западном районе проспект Мира, д. 10 на 1 этаже 5-этажного панельного дома. Квартира теплая, уютная и светлая. Общая площадь 44,8 кв. м, комнаты изолированы. Площадь гостиной 17,5 кв.м. Комната большая и светлая, прямоугольной формы, что позволят удобно расставить мебель. Стены выровнены, хорошие обои. Вторая комната 9,9 кв.м. так же светлая и имеет квадратную форму., постелен ламинат. Кухня 6,7 кв.м., остается кухонный гарнитур, ЦГВ! Большая прихожая, металлическая входная дверь и есть не большая кладовка. С/у раздельный.Стояки, трубы поменяны. Дом находится в стороне от проезжей части, в тихом зеленом дворе. Рядом расположены гимназия 4, два детских сада, ТЦ ""Барк"", магазины, аптеки, остановки. Квартира без долгов и обременений. Звоните, покажу с удовольствием!"
2-к кв. Великий Новгород, Черняховского улица, дом 86,  эт. 3/3 S:45.00 кв.м/32.00 кв.м;13000;аренда;Сдаётся нa длительный cрок 2-х кoмнатная квaртиpа в cпoкойном,зелeнoм цeнтpe гopода. Рядoм магaзины,ocтанoвки oбщественногo тpанcпоpта, унивepситeт,паpк. B кваpтире сделaн кocмeтичеcкий ремон. В квартире есть всё необходимое для проживания, кроме спальных мест. Оплата:13000+ счётчики вода, свет, газ Звоните! Покажу с радостью!
3-к кв. Великий Новгород, Щитная улица, дом 11/13,  эт. 3/3 S:77.00 кв.м/58.00 кв.м;23000;аренда;Сдаётся 3х комнaтнaя квaртиpa на Торговой стороне в 5 минутах от набережной Александра Невского на ул. Щитная, д.11/13 Удобная планиpовкa для ceмьи - всe кoмнаты изолировaны.  Kухня oснaщенa тeхникoй, включая: xoлодильник, микpоволновку, чайник, вapoчную пaнель. Стиральная машина. Есть балкон. Зaкрытaя тepритoрия, въезд под шлaгбаум. Месячная оплата: 23000 всё включено Звоните! Покажу с радостью!
4-к кв. Великий Новгород, Большая Санкт-Петербургская улица, дом 150,  эт. 1/1 S:70.00 кв.м/54.00 кв.м;2600000;продажа;"Продается в Северном районе четырехкомнатная квартира 70 м.кв. на 1 этаже девятиэтажного кирпичного дома. Кухня:6 м.кв. Санузел раздельный.Счетчики на воду. Чистый подъезд, хорошие соседи, парковочное место. Развитая инфраструктура: Магазины, Сбербанк, аптека, гимназия ""Исток"", детская площадка, детский сад. Заботливые родители всегда думают о безопасности своих детей! Хорошие соседи. Отличное транспортное сообщение. Рассмотрю любые формы расчетов. Не продано свое жилье Ипотека Субсидия Сертификат Решу Ваш вопрос. Звоните!"
1-к кв. Великий Новгород, Каберова-Власьевская улица, дом 15,  эт. 3/3 S:30.90 кв.м/17.20 кв.м;9000;аренда;"Сдам 1к кв. в центре Великого Новгорода, до Кремлевского парка и реки Волхов - 5 мин, до институтов НовГу 15 мин. В шаговой доступности два детских сада, магазин. Квартира чистая, запахов нет. Есть кладовка и балкон, окна выходят во двор, стеклопакеты. Установлена колонка-автомат, счетчики. Отличный напор воды. В доме есть тепловой узел, контролирующий мощность нагрева батарей. В наличии небольшой холодильник, чайник, утюг, телевизор, пылесос. Собственник может установить стиральную машинку ""Малютка"", либо стир. машину б/у после оплаты первого месяца проживания. Оплата 9000 руб. + счетчики + залог 3000 руб. Квартира подойдет для проживания женщины с ребенком, студента института экономики и управления, института непрерывного пелагогического образования НовГУ им. Ярослава Мудрого. Звоните, покажу и расскажу с радостью."
3-к кв. Великий Новгород, Большая Московская улица, дом 114к1,  эт. 5/5 S:60.60 кв.м/46.20 кв.м;2150000;продажа;Предлагается к продаже 3 к.кв на Торговой стороне на ул. Большая Московская, д.114 к1 на 5 этаже для дружной семьи. Дом кирпичный, общая площадь квартиры 60,6 м.кв, комнаты смежно-изолированные, есть балкон, застеклен и обшит деревом. Квартира светлая, тёплая, в обычном состоянии. Есть две вместительные кладовки. Зал 17,5 м.кв пол деревянный, окно выходит на улицу Б.Московская. Вторая комната - 13 м.кв, пол деревянный, окно также выходит на улицу. Третья комната 15,7 м.кв, пол деревянный, окно во двор. Кухня 5,9 м.кв, сделан фартук из плитки, газовая плита Hansa, колонка полу-автомат, окно выходит во двор. С/у раздельный, в кафеле, сантехника в хорошем состоянии. Трубы поменяны, установлен счетчик. Во всей квартире установлены стеклопакеты. Квартира ждет хозяина, готового вложить средства в создание качественного и элегантного жилья. Отличное расположение дома в сочетании с развитой инфраструктурой! Всё необходимое для комфортной жизни в шаговой доступности. Магазины, рынок, школы, детские сады, кафе, больницы, остановки. Недалеко расположен большой парк с детскими развлечениями и площадками, набережная для вечерних прогулок! Благополучные жители дома. Без долгов и обременений, свободна от проживания, один взрослый собственник. Буду рада вашим звонкам, готова показать квартиру в любой день.
2-к кв. Великий Новгород, Большая Санкт-Петербургская улица, дом 89а,  эт. 1/1 S:54.00 кв.м/36.00 кв.м;1500000;продажа;"Продается в Северном районе светлая, чистая двухкомнатная квартира на 1 этаже двухэтажного кирпичного дома, общая площадь 54 м.кв, перекрытия железо-бетонные.Комнаты изолированные, правильной формы. Окна ориентированы на юг, стекло-пакеты. Кухня:6 м.кв.Большая прихожая. Санузел совмещенный.Счетчики на воду,бойлер. Чистый подъезд, металлическая входная дверь. Развитая инфраструктура: Магазины: Дикси, Магнит, аптека в шаговой доступности, гимназия ""Исток"", детская площадка, парк Луговой. Квартира без обременения, документы в порядке. Отличное транспортное сообщение. Рассмотрю любые формы расчетов. Не продано свое жилье Ипотека Субсидия Сертификат Решу Ваш вопрос. Звоните! Покажу в удобное для Вас время."
2-к кв. Шимск рп, зеленая, дом 10,  эт. 1/1 S:30.80 кв.м/20.00 кв.м;830000;продажа;Предлагается к продаже двухкомнатная квартира в кирпичном одноэтажном четырехквартирном жилом доме на земельном участке 7,18 соток в п.г.т. Шимск. Шимск расположен в 48 км от г. Великий Новгород. Дом обшит сайдингом. Общая площадь квартиры 30,8 кв.м. В квартире 3 комнаты. В двух комнатах на полу ламинат, поклеены свежие обои. В третьей комнате стены окрашены. Во всей квартире установлены стеклопакеты и межкомнатные двери. В квартире выложена новая печка с духовкой. На участке построен новый дровяник для хранения дров. Дом может стать прекрасным вариантом как для постоянного проживания, так и для загородного отдыха. В шаговой доступности грибы и ягоды. Для любителей рыбной ловли в двух минутах ходьбы река Шелонь. В поселке есть магазины, поликлиника, больница, школа, детский сад, автовокзал. Один совершеннолетний собственник. Прямая продажа. Звоните, покажу с удовольствием!
Комната. Великий Новгород, Щусева улица, дом 8к4,  эт. 2/2 S:210.00 кв.м ;250000;продажа;"Продается в Северном районе комната 13,7 м.кв коридорного типа, на 2 этаже двухэтажного кирпичного дома 1985 года постройки. Перекрытия железо-бетонные, комната правильной формы. Окна, дверь и пол деревянные. Чистые:кухня, умывальник,прачечная, туалет. На 1 этаже душевая, закрывается на замок. Развитая инфраструктура: магазины: Эконом, Дикси, Магнит, аптека, Сбербанк, гимназия ""Исток"", детская площадка, парк Луговой. 5 мин до реки Волхов. Люди гуляют по берегу, летом загорают и купаются. Комната без обременения, документы в порядке. Отличное транспортное сообщение. Рассмотрю любые формы расчетов. Не продано свое жилье Ипотека Субсидия Сертификат Решу Ваш вопрос. Звоните! Покажу в удобное для Вас время."
2-к кв. Панковское городское поселение пгт, Индустриальная, дом 6к2,  эт. 3/3 S:48.10 кв.м/27.90 кв.м;1800000;продажа;Предлагается к продаже 2-х комнатная квартира в пгт. Панковка на 3 этаже 5-этажного кирпичного дома 2000 года. Квартира теплая, уютная и светлая в обычном состоянии. Общая площадь 48,1 кв. м, комнаты изолированы, выходят на разные стороны. Площадь гостиной 14,6 кв.м. Комната большая и светлая, прямоугольной формы, что позволят удобно расставить мебель. Вторая комната 13,3 кв.м. так же светлая и имеет квадратную форму. Кухня 8 кв.м., ЦГВ! Из кухни выход на вместительную застекленную лоджию. Большая прихожая 8,2 кв.м. С/у раздельный. Стояки, трубы поменяны. Квартира свободна от проживания, ждет уверенных и хозяйских рук! Дом находится в стороне от проезжей части, в тихом дворе. Рядом расположены детский сад, школа, магазины, аптека, остановки. Квартира без долгов и обременений. Рассмотрю любые формы расчетов. Не продано свое жилье Ипотека Субсидия Сертификат Решу Ваш вопрос. Звоните! Покажу в удобное для Вас время.
2-к кв. Панковское городское поселение пгт, Индустриальная, дом 25А,  эт. 1/1 S:55.40 кв.м/26.80 кв.м;1500000;продажа;Предлагается к продаже 2х комнатная квартира, 1/3 кирпичного дома 1999 г.п. на Индустриальной улице дом 25А. Общая площадь 55,4 кв.м. Изолированные комнаты 12,2/14,6 кв.м Кухня: 11,5 кв.м. Современный кухонный гарнитур, позволит Вам готовить с комфортом! На полу ламинат, натяжной потолок. Помещения правильной прямоугольной формы. С/у раздельный, новая душевая кабина. Все трубы и стояки поменяны. В одной комнате имеется просторная кладовая, которую можно сделать гардеробной. Просторная прихожая, в которой также натяжной потолок и ламинат. Во всей квартире установлены стеклопакеты. Дом находится в стороне от проезжей части, в тихом дворе. Рядом расположены детский сад, школа, магазины, аптека, остановки. Квартира без долгов и обременений, один взрослый собственник. Квартира ждет уверенных хозяйских рук. Рассмотрю любые формы расчетов. Не продано свое жилье Ипотека Субсидия Сертификат Решу Ваш вопрос. Звоните! Покажу в удобное для Вас время.
2-к кв. Великий Новгород, Ворошилова улица, дом 13,  эт. 6/6 S:55.00 кв.м/33.00 кв.м;16000;аренда;Свежее предложение! Двухкомнатная квартира в новом доме на длительный срок! Ранее не сдавалась. Оснащена всей необходимой мебелью и бытовой техникой 3 телевизора, холодильник, стиральная машина, утюг, пылесос Готова к заселению. Звоните, покажу с удовольствием!
2-к кв. Великий Новгород, Парковая улица, дом 18к3,  эт. 3/3 S:50.00 кв.м/37.00 кв.м;11000;аренда;Сдаётся 2 к.квартира на Торговой стороне ул.Парковая, д.18 к.3. Квартира тёплая в кирпичном доме, на третьем этаже, с застеклённой лоджией. В квартире из техники есть стиральная машина, холодильник. Из мебели в одной комнате: шкаф и односпальная кровать. Во второй комнате, стенка, стол и телевизор, нет спального места. Квартира подойдёт для любой семьи. Звоните, покажу с удовольствием!
2-к кв. Великий Новгород, Кочетова улица, дом 8к1,  эт. 3/3 S:53.00 кв.м/36.00 кв.м;14000;аренда;Сдается отличная, уютная и просторная двухкомнатная квартира в панельном девятиэтажном доме 2005 года постройки на третьем этаже. Общая площадь 53 кв.м., площадь кухни 7,5 кв.м., две изолированные комнаты площадью 19 и 17 кв.м., есть лоджия, раздельный санузел, центральное горячее водоснабжение. В квартире имеется вся необходимая мебель, холодильник, телевизор, газовая плита, стиральная машина, микроволновка, а также набор посуды. Из спальных мест есть раскладывающийся диван и две кровати. Кабельное телевидение и интернет. Район с очень развитой инфраструктурой, прекрасной транспортной доступностью. Все, что необходимо для комфортного проживания находится в пешей доступности: школы, детские сады, медицинские центры, магазины, Кочетовский торговый комплекс, развлекательные центры. Отличное место для проживания и отдыха. Сдается некурящим, без животных. Арендная плата 14 000 руб. + счетчики, комиссия 7 000 руб.
Комната. Великий Новгород, Ветеранов улица, дом 8,  эт. 5/5 S:50.00 кв.м ;300000;продажа;Предлагается к продаже комната 17,1 кв.м. в общежитии коридорного типа. Комната без ремонта, но установлен стеклопакет. Сделано зонирование, выделена зона кухни и прихожей. Выложен кафель и повешена вытяжка. Комната ждет уверенных хозяйских рук. Места общего пользования в нормальном состоянии. Дом расположен в районе с отличной инфраструктурой: школа, детский сад, магазины, почта, баня, СТО, платная стоянка, остановка городского автотранспорта. Звоните, покажу в удобное для Вас время!
4-к кв. Великий Новгород, Связи улица, дом 7,  эт. 3/3 S:61.40 кв.м/44.40 кв.м;2500000;продажа;"Предлагается к продаже 4х комнатная квартира 3/5 кирпичного дома на Торговой стороне на улице Связи. Общая площадь 61,4 кв.м, кухня 5,98 кв.м. Одна комната изолированная, три смежно-изолированные. Два застекленных балкона выходят на разные стороны. Помещения правильной прямоугольной формы, что позволит с комфортом расставить мебель. С/у раздельный, кафель, заменены трубы. Аккуратный чистый подъезд. Во дворе достаточное количество парковочных мест. Отличное расположение дома в сочетании с развитой инфраструктурой! Всё необходимое для комфортной жизни в шаговой доступности. Магазины, школы, гимназия с дошкольным отделением ""Квант"", детские сады, кафе, больницы, остановки. Недалеко расположен большой парк с детскими развлечениями и площадками, набережная для вечерних прогулок! Свободна от проживания, ждет уверенных хозяйских рук. Звоните, покажу с удовольствием!"
3-к кв. Великий Новгород, Псковская улица, дом 18к3,  эт. 3/3 S:60.00 кв.м/36.00 кв.м;3450000;продажа;Большая светлая квартира. Кухня-гостиная, две комнаты, раздельный санузел. В квартире сделан качественный ремонт.Тихий зелёный двор, рядом школа, детский сад. Отличное месторасположение, близко к центрупарковая зона, Кремль. Остаётся вся мебель и техника. Квартира подойдёт как для молодой, так и пожилой семьи. У нас интеллигентные и тихие соседи! Перепланировка узаконена , квартира без обременений, подходит для всех видов расчётов. Ждём ваших звонков, ответим на все вопросы.
Участок. Ситно деревня,  S:21.00 сот ;200000;продажа;Продается участок в д. Ситно. Участок в собственности, коммуникации рядом, хороший подъезд, разрешение на строительство, первая линия реки Волхов.
Участок. Мясной Бор деревня ,  S:15.00 сот ;400000;продажа;Деревня расположена на федеральной автомобильной дороге Россия М10 и в 1 километре на пересечении с трассой М11, между Спасской Полистью и Подберезьем. Восточнее деревни берёт начало река Питьба- левый приток Волхова.Участок 15 соток, без построек, электричество проходит по границе участка, в собственности, без ограничений и обременений. Документы готовы к продаже.Организованы пригородные автобусные маршруты.
